Country,Subnational region,Module,Indicator,Configuration,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SEARB,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Male+Female,10709096,10749485,10794945,10835542,10867497,10893059,10916727,10933552,10934581,10908892,10856742,10794684,10738444
SEARB,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Male+Female,10676538,10698774,10740176,10785752,10826453,10857967,10883628,10907394,10924299,10925399,10899872,10847816,10785876
SEARB,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Male+Female,10692897,10662928,10687326,10728846,10774520,10814472,10846078,10871837,10895721,10912766,10914142,10888776,10836876
SEARB,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Male+Female,10757372,10675275,10648654,10673184,10714799,10759364,10799394,10831106,10857034,10881155,10898636,10900252,10875084
SEARB,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Male+Female,10833076,10735696,10658036,10631597,10656224,10696386,10741022,10781168,10813102,10839366,10864078,10881894,10883746
SEARB,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Male+Female,10887481,10807648,10715660,10638230,10611938,10634813,10675038,10719791,10760198,10792550,10819558,10844690,10862778
SEARB,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Male+Female,10889211,10858733,10785104,10693380,10616139,10587854,10610801,10651138,10696190,10737068,10770274,10797762,10823204
SEARB,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Male+Female,10833372,10857634,10833992,10760627,10669102,10589685,10561501,10584577,10625230,10670800,10712594,10746312,10774132
SEARB,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Male+Female,10738294,10799135,10830810,10807404,10734220,10640320,10561031,10533032,10556457,10597658,10644201,10686530,10720596
SEARB,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Male+Female,10607865,10701627,10770408,10802276,10778994,10703213,10609448,10530394,10502824,10526834,10569072,10616176,10658859
SEARB,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Male+Female,10456504,10570223,10671880,10740808,10772724,10746713,10671046,10577540,10498978,10472058,10497144,10539953,10587411
SEARB,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Male+Female,10311545,10420498,10540996,10642723,10711638,10740918,10714970,10639554,10546555,10468681,10442827,10468477,10511628
SEARB,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Male+Female,10193844,10279610,10393248,10513728,10615385,10682002,10711304,10685562,10610608,10518250,10441374,10416074,10442070
SEARB,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Male+Female,10108633,10167424,10255182,10368729,10489094,10588938,10655559,10685014,10659639,10585216,10493702,10417354,10392421
SEARB,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Male+Female,10045076,10087828,10145886,10233518,10346940,10466016,10565842,10632582,10662294,10637294,10563504,10472454,10396492
SEARB,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Male+Female,9989162,10028601,10068613,10126539,10214073,10326668,10445717,10545621,10612532,10642486,10617912,10544499,10453833
SEARB,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Male+Female,9924339,9974723,10010731,10050644,10108506,10195541,10308118,10427216,10527230,10594304,10624547,10600263,10527212
SEARB,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Male+Female,9835022,9909592,9957192,9993136,10033024,10090554,10177586,10290214,10409400,10509546,10576867,10607346,10583384
SEARB,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Male+Female,9715638,9818758,9891912,9939494,9975424,10015039,10072582,10159684,10272439,10391774,10492159,10559716,10590468
SEARB,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Male+Female,9567012,9697866,9800951,9874102,9921662,9957362,9996981,10054635,10141924,10254888,10374480,10475097,10542885
SEARB,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Male+Female,9398218,9548052,9679863,9782944,9856032,9903380,9939077,9978836,10036746,10124315,10237564,10357396,10458203
SEARB,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Male+Female,9222703,9378348,9529556,9661338,9764318,9837162,9884492,9920341,9960398,10018648,10106558,10220052,10340056
SEARB,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Male+Female,9060324,9202255,9359106,9510247,9641892,9744568,9817377,9864852,9901005,9941416,10000052,10088228,10201890
SEARB,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Male+Female,8918323,9039296,9182002,9338768,9489748,9621024,9723636,9796560,9844313,9880808,9921605,9980540,10068912
SEARB,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Male+Female,8785720,8896437,9017844,9160493,9317109,9467641,9598826,9701505,9774649,9822704,9859582,9900678,9959853
SEARB,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Male+Female,8654257,8763006,8873902,8995292,9137840,9293966,9444388,9575587,9678420,9751793,9800196,9837375,9878736
SEARB,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Male+Female,8515825,8631078,8739800,8850703,8972047,9114130,9270144,9420541,9551816,9654804,9728462,9777130,9814587
SEARB,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Male+Female,8376064,8492536,8607602,8716336,8827227,8948175,9090180,9246156,9396578,9527932,9631128,9704995,9753917
SEARB,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Male+Female,8204236,8352802,8468983,8584032,8692750,8803307,8924240,9066234,9222214,9372658,9504139,9607470,9681542
SEARB,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Male+Female,8261541,8181014,8329025,8445171,8560182,8668604,8779176,8900156,9042180,9198152,9348662,9480201,9583665
SEARB,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Male+Female,8140224,8237172,8156779,8304608,8420712,8535434,8643885,8754529,8875588,9017632,9173629,9324134,9455722
SEARB,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Male+Female,7951787,8114649,8211149,8131401,8279042,8394874,8509604,8618132,8728875,8850004,8992090,9148051,9298540
SEARB,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Male+Female,7752107,7924580,8086862,8183394,8104328,8251561,8367388,8482166,8590793,8701626,8822848,8964923,9120830
SEARB,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Male+Female,7549695,7722882,7894907,8056961,8153520,8074978,8222033,8337888,8452732,8561450,8672396,8793667,8935718
SEARB,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Male+Female,7345554,7518322,7691240,7862973,8024771,8121167,8043409,8190309,8306203,8421103,8529934,8640957,8762262
SEARB,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Male+Female,7138421,7312053,7484657,7657246,7828643,7989995,8086424,8009530,8156275,8272208,8387179,8496090,8607178
SEARB,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Male+Female,6927247,7102873,7276297,7448535,7620738,7791620,7952676,8049167,7973208,8119789,8235769,8350780,8459748
SEARB,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Male+Female,6711320,6889736,7064966,7237962,7409761,7581409,7751901,7912672,8009244,7934278,8080687,8196682,8311711
SEARB,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Male+Female,6492687,6671839,6849584,7024310,7196806,7368010,7539206,7709301,7869782,7966437,7892535,8038717,8154703
SEARB,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Male+Female,6272978,6451129,6629368,6806519,6980665,7152515,7323204,7493937,7663626,7823788,7920536,7847729,7993646
SEARB,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Male+Female,6038552,6229210,6406326,6583894,6760385,6933812,7105072,7275231,7445485,7614734,7774554,7871360,7799701
SEARB,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Male+Female,5782922,5992560,6182143,6358522,6535350,6711043,6883799,7054448,7224051,7393784,7562558,7721978,7818817
SEARB,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Male+Female,5511416,5734761,5943405,6132078,6307658,6483600,6658533,6830592,7000597,7169598,7338766,7506997,7665961
SEARB,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Male+Female,5241636,5461194,5683738,5891219,6078914,6253536,6428638,6602775,6774086,6943388,7111738,7280260,7447886
SEARB,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Male+Female,4976695,5189413,5408477,5629614,5835852,6022387,6196098,6370310,6543587,6714076,6882621,7050230,7218041
SEARB,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Male+Female,4688555,4922521,5135050,5352590,5572216,5776999,5962418,6135153,6308397,6480726,6650334,6818029,6984827
SEARB,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Male+Female,4369238,4632841,4866553,5077460,5293363,5511242,5714591,5898803,6070471,6242656,6413973,6582604,6749375
SEARB,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Male+Female,4037791,4312631,4575684,4807316,5016477,5230490,5446618,5648417,5831321,6001834,6172900,6343109,6510686
SEARB,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Male+Female,3718279,3980778,4254906,4515231,4744619,4951777,5163879,5378120,5578254,5759760,5929058,6098905,6267918
SEARB,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Male+Female,3403212,3661033,3922936,4193852,4451236,4678102,4883212,5093260,5305489,5503856,5683890,5851864,6020379
SEARB,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Male+Female,3140046,3346057,3603193,3861706,4129160,4383290,4607548,4810465,5018334,5228425,5424917,5603336,5769851
SEARB,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Male+Female,2950576,3082515,3288429,3541853,3796710,4060364,4311099,4532571,4733157,4938698,5146502,5340932,5517560
SEARB,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Male+Female,2810520,2891586,3024451,3227181,3476607,3727462,3987132,4234240,4452740,4650819,4853844,5059130,5251285
SEARB,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Male+Female,2672244,2749160,2831863,2962679,3161975,3407035,3653687,3909096,4152322,4367611,4562975,4763234,4965757
SEARB,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Male+Female,2542218,2608488,2686837,2768372,2896968,3092511,3332978,3575129,3825967,4065006,4276820,4469203,4666451
SEARB,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Male+Female,2420298,2475991,2543625,2620741,2700998,2827138,3018738,3254293,3491613,3737531,3972061,4180104,4369265
SEARB,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Male+Female,2301056,2351578,2408538,2475057,2550828,2629630,2753197,2940575,3170865,3402999,3643644,3873321,4077319
SEARB,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Male+Female,2184130,2229932,2281441,2337433,2402726,2476971,2554245,2675037,2857886,3082539,3309127,3544128,3768630
SEARB,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Male+Female,2073916,2110670,2157128,2207681,2262599,2326495,2399129,2474736,2592537,2770536,2989183,3209855,3438859
SEARB,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Male+Female,1969248,1998063,2035291,2080806,2130291,2183976,2246391,2317274,2391065,2505654,2678499,2890770,3105181
SEARB,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Male+Female,1858147,1890904,1920093,1956571,2001027,2049296,2101670,2162481,2231473,2303301,2414477,2581875,2787428
SEARB,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Male+Female,1736427,1777607,1810347,1838986,1874616,1917885,1964871,2015836,2074925,2141887,2211622,2319196,2480877
SEARB,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Male+Female,1608934,1654291,1694987,1726894,1754903,1789582,1831608,1877229,1926687,1983934,2048747,2116268,2220067
SEARB,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Male+Female,1485737,1526073,1570486,1609810,1640805,1668098,1701783,1742492,1786654,1834496,1889790,1952332,2017524
SEARB,,Demographic Projection (DemProj),Defined age group,age 76; Total Region; Male+Female,1366292,1402532,1441895,1484545,1522407,1552398,1578938,1611560,1650864,1693468,1739603,1792837,1852999
SEARB,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Male+Female,1246441,1282929,1318353,1356035,1396830,1433128,1462067,1487787,1519269,1557077,1598039,1642368,1693441
SEARB,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Male+Female,1125049,1163543,1199192,1232983,1268902,1307739,1342413,1370226,1395050,1425305,1461528,1500747,1543166
SEARB,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Male+Female,1003110,1043435,1080999,1114794,1146875,1180937,1217754,1250725,1277332,1301182,1330127,1364667,1402036
SEARB,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Male+Female,5542683,5750070,5967569,6195682,6429914,6668080,6911797,7163009,7417395,7668917,7915508,8162457,8414692
SEARB,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Male,5593965,5573662,5557962,5542699,5521776,5497593,5472892,5450729,5430536,5409969,5389343,5368837,5348473
SEARB,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Male,5592001,5565223,5542608,5527881,5513565,5493533,5470304,5446544,5425332,5406097,5386491,5366760,5347067
SEARB,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Male,5607047,5577681,5548108,5525928,5511618,5497676,5478103,5455348,5432103,5411443,5392770,5373686,5354405
SEARB,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Male,5628217,5604024,5571555,5542088,5520025,5505787,5491999,5472598,5450070,5427104,5406742,5388332,5369445
SEARB,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Male,5635147,5627082,5599737,5567307,5537895,5515847,5501698,5488023,5468787,5446482,5423760,5403614,5385354
SEARB,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Male,5624921,5633820,5622824,5595528,5563162,5533727,5511757,5497703,5484152,5465071,5442946,5420380,5400350
SEARB,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Male,5604831,5622556,5628948,5618026,5590816,5558380,5529037,5507159,5493198,5479744,5460786,5438763,5416288
SEARB,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Male,5582176,5601718,5617316,5623778,5612936,5585622,5553278,5524028,5502245,5488364,5475021,5456146,5434210
SEARB,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Male,5562000,5578545,5596354,5612025,5618562,5607588,5580367,5548120,5518959,5497250,5483464,5470190,5451391
SEARB,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Male,5541369,5558089,5573289,5591176,5606921,5613327,5602439,5575314,5543152,5514052,5492421,5478687,5465481
SEARB,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Male,5516334,5537272,5553039,5568315,5586278,5601911,5608396,5597593,5570540,5538429,5509397,5487806,5474134
SEARB,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Male,5488788,5511980,5532371,5548219,5563575,5581439,5597146,5603701,5592963,5565946,5533895,5504899,5483366
SEARB,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Male,5463127,5483882,5507001,5527463,5543389,5558623,5576559,5592337,5598941,5588231,5561277,5529267,5500330
SEARB,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Male,5445352,5457079,5478345,5501535,5522065,5537785,5553088,5571090,5586918,5593562,5582931,5556033,5524097
SEARB,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Male,5451845,5437467,5450372,5471717,5494970,5515142,5530925,5546296,5564364,5580261,5587033,5576485,5549679
SEARB,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Male,5481704,5441675,5429181,5442172,5463580,5486297,5506527,5522377,5537840,5556022,5572116,5579002,5568566
SEARB,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Male,5515591,5469175,5431685,5419305,5432363,5453070,5475839,5496141,5512107,5527732,5546182,5562435,5569442
SEARB,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Male,5536949,5500802,5457519,5420179,5407898,5420108,5440864,5463706,5484142,5500311,5516280,5534929,5551320
SEARB,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Male,5530081,5520070,5487588,5444474,5407268,5394014,5406286,5427115,5450114,5470779,5487352,5503554,5522366
SEARB,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Male,5492474,5511303,5505395,5473085,5430117,5391844,5378679,5391038,5412038,5435297,5456407,5473242,5489622
SEARB,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Male,5433465,5471848,5495200,5489437,5457269,5413117,5374964,5361931,5374483,5395772,5419520,5440912,5457941
SEARB,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Male,5355165,5411146,5454438,5477902,5472248,5438760,5394743,5356762,5343980,5356853,5378678,5402731,5424326
SEARB,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Male,5265276,5332032,5392974,5436349,5459874,5452807,5419446,5375618,5337934,5325528,5338972,5361118,5385376
SEARB,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Male,5178305,5242860,5314033,5375009,5418407,5440548,5433573,5400392,5356873,5319601,5307776,5321547,5343896
SEARB,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Male,5105641,5158032,5225904,5297071,5358027,5400204,5422396,5415566,5382671,5339541,5302835,5291345,5305324
SEARB,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Male,5050718,5088350,5142617,5210456,5281577,5341554,5383753,5406048,5399445,5366881,5324242,5287870,5276610
SEARB,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Male,5008640,5036473,5074526,5128756,5196543,5266952,5326924,5369191,5391644,5385283,5353100,5310763,5274645
SEARB,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Male,4972651,4996814,5023954,5061979,5116172,5183491,5253874,5313884,5356253,5378863,5372768,5340839,5298757
SEARB,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Male,4934339,4962111,4985107,5012241,5050248,5104156,5171451,5241846,5301912,5344382,5367169,5361268,5329576
SEARB,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Male,4885442,4923918,4950706,4973708,5000845,5038673,5092568,5159869,5230297,5290432,5333040,5355972,5350271
SEARB,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Male,4822621,4874555,4912579,4939387,4962389,4989398,5027227,5081143,5148485,5218974,5279223,5321954,5345045
SEARB,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Male,4746054,4811290,4863300,4901334,4928133,4951045,4978055,5015927,5069920,5137341,5207932,5268288,5311138
SEARB,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Male,4660336,4734411,4800073,4852074,4890071,4916806,4939717,4966791,5004775,5058880,5126406,5197091,5257532
SEARB,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Male,4572439,4648465,4723049,4788672,4840610,4878539,4905267,4928254,4955462,4993595,5047830,5115447,5186199
SEARB,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Male,4492468,4560428,4636788,4711306,4776835,4828696,4866609,4893411,4916538,4943908,4982197,5036542,5104215
SEARB,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Male,4423610,4480259,4548267,4624544,4698960,4764398,4816227,4854193,4881127,4904416,4931948,4970371,5024793
SEARB,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Male,4359860,4411025,4467488,4535434,4611615,4685919,4751311,4803168,4841237,4868313,4891764,4919440,4957970
SEARB,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Male,4296799,4346892,4397697,4454122,4522001,4598065,4672313,4737701,4789617,4827795,4855017,4878614,4906416
SEARB,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Male,4229988,4283609,4333214,4383992,4440388,4508154,4584159,4658381,4723787,4775769,4814058,4841410,4865146
SEARB,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Male,4161886,4216727,4269781,4319357,4370127,4426412,4494145,4570119,4644325,4709751,4761805,4800193,4827670
SEARB,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Male,4057778,4148600,4202831,4255836,4305398,4356035,4412328,4480052,4555999,4630194,4695653,4747762,4786249
SEARB,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Male,4105069,4044506,4134533,4188700,4241672,4291068,4341732,4398050,4465772,4541689,4615892,4681361,4733527
SEARB,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Male,4044607,4090939,4030172,4119984,4174115,4226875,4276305,4327012,4383363,4451078,4526990,4601164,4666642
SEARB,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Male,3948266,4029625,4075387,4015042,4104658,4158565,4211345,4260822,4311576,4367958,4435687,4511556,4585698
SEARB,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Male,3845819,3932157,4012919,4058661,3998789,4088035,4141948,4194753,4244283,4295081,4351511,4419218,4495034
SEARB,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Male,3741082,3828332,3914219,3994796,4040541,3981025,4070097,4124025,4176858,4226435,4277293,4333739,4401415
SEARB,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Male,3634299,3722131,3809103,3894772,3975166,4020785,3961833,4050729,4104670,4157524,4207158,4258052,4314507
SEARB,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Male,3524970,3613903,3701563,3788296,3873733,3953823,3999462,3941120,4029831,4083780,4136660,4186331,4237256
SEARB,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Male,3412711,3503192,3591930,3679327,3765793,3850888,3930781,3976452,3918763,4007270,4061229,4114123,4163821
SEARB,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Male,3297767,3389621,3479754,3568185,3655276,3741375,3826210,3905906,3951613,3894620,3982911,4036868,4089765
SEARB,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Male,3181755,3273368,3364650,3454421,3542505,3629193,3714991,3799558,3879047,3924793,3868546,3956589,4010530
SEARB,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Male,3065965,3155986,3246829,3337688,3427056,3514700,3601043,3686529,3770814,3850081,3895874,3840401,3928168
SEARB,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Male,2944787,3038792,3127916,3218287,3308691,3397565,3484812,3570793,3655951,3739938,3818967,3864790,3810127
SEARB,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Male,2815315,2916266,3009297,3097912,3187778,3277635,3366056,3452884,3538481,3623284,3706953,3785709,3831539
SEARB,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Male,2679404,2785545,2885511,2977938,3066014,3155279,3244620,3332561,3418945,3504130,3588551,3671856,3750297
SEARB,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Male,2544861,2648495,2753697,2852918,2944704,3032136,3120832,3209627,3297051,3382952,3467695,3551683,3634576
SEARB,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Male,2413391,2512870,2615677,2719990,2818421,2909448,2996270,3084361,3172563,3259424,3344810,3429049,3512556
SEARB,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Male,2269142,2380327,2479126,2580977,2684347,2781851,2872153,2958319,3045752,3133306,3219567,3304373,3388064
SEARB,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Male,2107243,2235225,2345702,2443496,2544332,2646604,2743203,2832720,2918171,3004889,3091756,3177351,3261531
SEARB,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Male,1937886,2072857,2200019,2309196,2405912,2505571,2606756,2702375,2791044,2875727,2961689,3047807,3132688
SEARB,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Male,1774330,1903341,2037517,2162949,2270727,2366208,2464686,2564699,2659274,2747039,2830912,2916055,3001370
SEARB,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Male,1612194,1739775,1868210,2000338,2123913,2230124,2324351,2421563,2520335,2613801,2700616,2783614,2867876
SEARB,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Male,1476169,1577925,1704967,1831245,1961180,2082713,2187312,2280204,2376084,2473540,2565836,2651621,2733672
SEARB,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Male,1377853,1442017,1543625,1668306,1792276,1919821,2039238,2142133,2233620,2328082,2424143,2515168,2599833
SEARB,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Male,1305032,1343272,1407875,1507463,1629626,1751093,1876155,1993337,2094431,2184417,2277365,2371908,2461553
SEARB,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Male,1233662,1269562,1308580,1371887,1469321,1588764,1707631,1830069,1944883,2044049,2132427,2223729,2316631
SEARB,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Male,1167610,1197333,1233787,1272072,1333994,1429100,1545716,1661834,1781484,1893769,1990871,2077504,2167040
SEARB,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Male,1106272,1130347,1160541,1196242,1233738,1294146,1386839,1500466,1613661,1730341,1839930,1934819,2019595
SEARB,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Male,1046253,1068004,1092510,1122058,1156951,1193558,1252403,1342540,1452994,1563084,1676616,1783342,1875891
SEARB,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Male,987070,1006996,1029086,1053058,1081906,1115888,1151581,1208761,1296187,1403282,1510094,1620302,1724014
SEARB,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Male,930845,946871,967045,988615,1012005,1040059,1073103,1107815,1163224,1247784,1351347,1454709,1561430
SEARB,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Male,876666,889732,905995,925650,946649,969366,996603,1028644,1062304,1115840,1197398,1297263,1397018
SEARB,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Male,819241,834701,847985,863828,882910,903251,925278,951642,982616,1015159,1066737,1145159,1241172
SEARB,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Male,757279,776701,792154,805101,820477,838911,858582,879876,905316,935165,966534,1016066,1091231
SEARB,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Male,693589,714586,733707,748643,761210,776057,793833,812797,833318,857784,886454,916592,963998
SEARB,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Male,633057,651225,671638,689945,704321,716453,730764,747848,766070,785774,809221,836659,865511
SEARB,,Demographic Projection (DemProj),Defined age group,age 76; Total Region; Male,575654,591207,608754,628165,645614,659377,671067,684811,701169,718608,737458,759838,785991
SEARB,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Male,519785,534401,549419,566042,584410,600954,614091,625310,638456,654051,670671,688621,709889
SEARB,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Male,464746,479374,493509,507682,523348,540633,556254,568737,579454,591966,606764,622524,639534
SEARB,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Male,410286,425489,439708,452963,466262,480941,497127,511800,523599,533782,545627,559589,574451
SEARB,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Male,2104960,2181851,2261348,2344209,2429199,2516120,2606089,2700125,2796377,2892021,2985728,3079286,3174614
SEARB,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Female,5305060,5285831,5270917,5261564,5254003,5245697,5234462,5218435,5199111,5179441,5159724,5140093,5120555
SEARB,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Female,5310300,5285086,5263673,5249588,5241027,5234165,5226616,5216134,5200959,5182585,5163847,5144907,5125806
SEARB,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Female,5327532,5300085,5272321,5251328,5237647,5229410,5222948,5215802,5205844,5191314,5173586,5155326,5136596
SEARB,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Female,5348375,5325937,5295662,5268012,5247136,5233515,5225413,5219098,5212187,5202559,5188383,5170918,5152773
SEARB,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Female,5360758,5348356,5323032,5292803,5265205,5244323,5230781,5222772,5216627,5209974,5200636,5186681,5169312
